scorer,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000,DLC_mobnet_100_k934Jan28shuffle1_100000
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,objectA,objectA,objectA
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,183.74688720703125,267.8570251464844,0.9984562397003174,165.04798889160156,286.6018371582031,0.9676482081413269,185.1376190185547,288.53961181640625,0.9937425255775452,169.37730407714844,390.68994140625,0.9994144439697266
1,188.9870147705078,250.45738220214844,0.9965400695800781,171.54673767089844,267.5286560058594,0.9560951590538025,187.74215698242188,274.10040283203125,0.9912405610084534,167.10882568359375,370.994873046875,0.9999550580978394
2,195.9990692138672,231.02508544921875,0.9989144802093506,176.02798461914062,248.64425659179688,0.9965523481369019,194.4108123779297,257.8283996582031,0.9991292357444763,166.38233947753906,353.5351867675781,0.9999170303344727
3,199.0595245361328,212.73370361328125,0.9982749223709106,180.4905242919922,231.13796997070312,0.9960758090019226,198.74842834472656,237.82188415527344,0.994279146194458,164.18785095214844,336.8181457519531,0.9999291896820068
4,200.0672149658203,195.28355407714844,0.9987801909446716,182.19776916503906,213.88819885253906,0.9908618927001953,200.6386260986328,218.61959838867188,0.9874267578125,171.13180541992188,319.8976135253906,0.9998082518577576
5,200.26800537109375,195.27877807617188,0.9987841248512268,182.23289489746094,213.8601837158203,0.9913972616195679,200.6383514404297,218.61318969726562,0.9874633550643921,171.1175079345703,319.88555908203125,0.9998075366020203
6,197.3644561767578,182.340576171875,0.9987635612487793,182.9534912109375,199.8262176513672,0.9902309775352478,200.51564025878906,200.24623107910156,0.9891775250434875,178.11293029785156,302.7806396484375,0.9986756443977356
7,192.5312957763672,167.8863525390625,0.9988980293273926,180.09046936035156,182.41221618652344,0.996234118938446,198.4395294189453,183.31068420410156,0.9968175888061523,184.28904724121094,289.1760559082031,0.9997989535331726
8,184.39166259765625,158.98724365234375,0.99524986743927,173.54859924316406,170.92092895507812,0.9543913006782532,193.560302734375,173.0469512939453,0.9964080452919006,184.5965576171875,273.7412414550781,0.9998877048492432
9,175.8031463623047,144.60379028320312,0.998027503490448,162.22975158691406,158.72866821289062,0.9929846525192261,183.88217163085938,157.46978759765625,0.9968053102493286,185.4320831298828,259.611572265625,0.9998170733451843
10,175.61387634277344,144.65109252929688,0.9977216124534607,162.1175994873047,158.7527313232422,0.9930840730667114,183.85487365722656,157.56314086914062,0.9968293309211731,185.40476989746094,259.65386962890625,0.9998133778572083
11,169.79576110839844,129.74879455566406,0.9940525889396667,156.35658264160156,143.0991973876953,0.9901691675186157,177.7294921875,142.9999542236328,0.9989748001098633,185.76609802246094,248.51962280273438,0.9991093277931213
12,164.06448364257812,114.18772888183594,0.9994651675224304,150.97802734375,129.6393585205078,0.991489052772522,170.58856201171875,128.64125061035156,0.9956834316253662,185.8514862060547,236.41551208496094,0.999235987663269
13,160.7864532470703,100.26048278808594,0.9988844990730286,149.51507568359375,116.65137481689453,0.9992297887802124,169.00875854492188,112.94371795654297,0.9986063838005066,185.9895477294922,218.81521606445312,0.9979900121688843
14,154.9242401123047,86.35371398925781,0.9897664189338684,143.7735595703125,101.60589599609375,0.9945424795150757,165.28924560546875,98.88888549804688,0.9996469020843506,184.17442321777344,203.39404296875,0.9996931552886963
15,155.0353240966797,86.6345443725586,0.988257110118866,143.85110473632812,101.7545394897461,0.9943503737449646,165.28225708007812,98.93342590332031,0.9996421337127686,184.0710906982422,203.2892303466797,0.9996936321258545
16,153.26095581054688,74.4383773803711,0.9813636541366577,140.91175842285156,88.79489135742188,0.9794090390205383,160.42138671875,87.421142578125,0.9990183115005493,178.41795349121094,191.67718505859375,0.9998507499694824
17,150.15567016601562,60.79534149169922,0.9977783560752869,137.2277374267578,78.39576721191406,0.9928545355796814,158.91455078125,76.48020935058594,0.9973663687705994,167.40118408203125,178.00254821777344,0.99982750415802
18,143.7979736328125,46.62354278564453,0.9952605366706848,132.4741973876953,68.42852020263672,0.9987185001373291,153.34483337402344,64.49461364746094,0.9988101720809937,162.79066467285156,167.2526092529297,0.9998342990875244
19,139.310302734375,42.63888168334961,0.9934136271476746,129.1894989013672,64.69648742675781,0.998518168926239,151.75662231445312,61.31089782714844,0.9983745813369751,163.1253204345703,159.1239013671875,0.9998596906661987
20,139.33009338378906,42.6409912109375,0.9931347370147705,129.1516876220703,64.70254516601562,0.9984904527664185,151.7747802734375,61.290122985839844,0.9983792304992676,163.15936279296875,159.1324005126953,0.9998586177825928
21,136.14382934570312,37.67921447753906,0.9987620115280151,126.28421020507812,64.00751495361328,0.9966127276420593,150.09666442871094,59.575504302978516,0.9977490305900574,166.41358947753906,155.6664581298828,0.9997871518135071
22,136.85768127441406,40.20341491699219,0.9967589974403381,126.9586181640625,64.52791595458984,0.9972741007804871,150.70472717285156,60.410667419433594,0.9983905553817749,168.6400146484375,156.95545959472656,0.9995001554489136
23,142.9817657470703,43.25053024291992,0.9943400025367737,131.6898193359375,66.16674041748047,0.9991763234138489,153.8534698486328,62.18855667114258,0.9971605539321899,168.01480102539062,157.84548950195312,0.9995939135551453
24,151.16343688964844,47.463531494140625,0.9960572719573975,138.7968292236328,66.9460220336914,0.9962111711502075,159.8294677734375,65.53318786621094,0.9994645714759827,168.50738525390625,160.85299682617188,0.999894380569458
25,151.99082946777344,47.17146682739258,0.9962618947029114,138.74337768554688,67.07848358154297,0.9963261485099792,159.7136993408203,65.65133666992188,0.9994139671325684,168.54180908203125,160.87025451660156,0.9998949766159058
26,167.69239807128906,50.89736557006836,0.9978857636451721,152.16017150878906,69.60437774658203,0.9987156391143799,171.83871459960938,71.34520721435547,0.9957679510116577,168.38551330566406,161.7443084716797,0.9998807907104492
27,181.77732849121094,55.69546890258789,0.9985336065292358,158.88365173339844,69.06853485107422,0.9970619082450867,178.70907592773438,73.72782135009766,0.9991926550865173,167.6278533935547,162.39285278320312,0.9999374151229858
28,193.2200164794922,59.572811126708984,0.9977013468742371,168.55386352539062,70.35762786865234,0.9960992336273193,190.62217712402344,79.45581817626953,0.999083399772644,166.96022033691406,162.45947265625,0.9999372959136963
29,205.6179656982422,54.976287841796875,0.9964771866798401,180.16058349609375,66.27507019042969,0.9983991980552673,199.79356384277344,81.93574523925781,0.9994148015975952,166.18215942382812,161.67391967773438,0.9999253749847412
30,205.6747589111328,54.90433120727539,0.9967460632324219,180.3899688720703,66.13276672363281,0.9984250068664551,199.8138885498047,81.96717834472656,0.9994136095046997,165.93789672851562,161.5463104248047,0.9999217987060547
31,219.83192443847656,47.85734558105469,0.998126208782196,194.15249633789062,61.164363861083984,0.9904696345329285,211.2535858154297,79.16651916503906,0.9994564652442932,161.9541473388672,151.56101989746094,0.9996814727783203
32,229.67681884765625,40.05751419067383,0.999566376209259,204.6193389892578,56.10683822631836,0.9916354417800903,218.95419311523438,72.0821304321289,0.9948192238807678,162.90211486816406,143.92002868652344,0.9998633861541748
33,239.74720764160156,38.454811096191406,0.9989029169082642,213.85009765625,50.03343963623047,0.9960038065910339,227.29429626464844,70.03334045410156,0.9985973238945007,163.0380859375,134.7078399658203,0.9998461008071899
34,247.3877410888672,34.38420486450195,0.9994376301765442,219.69772338867188,48.24650573730469,0.9941157102584839,233.16896057128906,66.91597747802734,0.9983587861061096,166.05123901367188,129.2382354736328,0.9998856782913208
35,247.4184112548828,34.353885650634766,0.9994199275970459,219.8326873779297,48.16982650756836,0.9939584732055664,233.22085571289062,66.9371337890625,0.9983254075050354,165.9990234375,129.3298797607422,0.999890923500061
36,258.22869873046875,33.104183197021484,0.9981938004493713,228.30946350097656,43.592716217041016,0.9920119643211365,241.85252380371094,63.86885452270508,0.9982064962387085,168.8250732421875,124.53192138671875,0.9970099925994873
37,263.0828552246094,33.23564910888672,0.9992840886116028,233.66017150878906,41.052490234375,0.9881190657615662,244.43849182128906,63.1926383972168,0.9985933899879456,180.58993530273438,117.36026763916016,0.9999028444290161
38,271.98980712890625,30.779705047607422,0.997414231300354,242.02174377441406,40.62548065185547,0.992328941822052,251.1021270751953,62.61670684814453,0.9949357509613037,186.0773468017578,117.94075012207031,0.9994768500328064
39,280.6772766113281,34.65882873535156,0.9985939860343933,251.09115600585938,43.04549026489258,0.9844645857810974,262.96142578125,65.28368377685547,0.9981361627578735,190.05287170410156,118.52853393554688,0.999295711517334
40,280.21405029296875,34.57087707519531,0.9993076324462891,249.76783752441406,42.95893096923828,0.9872960448265076,262.2425537109375,64.75480651855469,0.9992014765739441,190.7211151123047,119.14203643798828,0.9991793036460876
41,292.9555969238281,38.22783279418945,0.9995437264442444,263.8144226074219,45.58695983886719,0.9915468096733093,274.4986572265625,67.00479888916016,0.9993587136268616,196.35122680664062,115.41079711914062,0.9999412298202515
